sku_number,sku_description,department,promotion_name,promo_demand_source_quality_repaired,long_tail_sku_flag,basket_completion_sku_flag,basket_3plus_attachment_rate,long_tail_stockout_risk_score,long_tail_protection_value,data_fix_required
196554,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196575,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196643,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196656,0.0,BEAUTY ACCESSORIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196702,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196753,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196754,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196755,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196775,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196778,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196826,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
19687,0.0,BEAUTY ACCESSORIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196928,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196930,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196931,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196932,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
196933,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197018,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197019,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197020,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197022,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197024,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197025,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197026,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197027,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197166,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197167,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197169,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197171,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197172,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197241,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197242,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197243,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197244,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197245,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197257,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197259,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197260,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197399,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197405,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197406,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197407,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197409,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197413,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197414,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197415,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197416,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197417,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197430,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197447,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197453,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197455,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197456,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197476,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197522,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197588,0.0,BATH TOILETRIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197633,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197634,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197635,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197679,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197680,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197681,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197682,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197683,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197684,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197686,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197688,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197689,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197690,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197692,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197706,0.0,DEODORANTS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197707,0.0,DEODORANTS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197708,0.0,DEODORANTS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197709,0.0,DEODORANTS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197716,0.0,DEODORANTS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197717,0.0,DEODORANTS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197727,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197787,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197795,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197799,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197800,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197825,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197911,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197937,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197939,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197941,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197949,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
19795,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197950,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197951,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197952,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197954,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
197955,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
19796,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
19799,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198075,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198076,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198078,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198147,0.0,FEMININE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198274,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198286,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198287,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198288,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198289,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198290,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198291,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198293,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198294,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198462,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198464,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
19852,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198525,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198526,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198527,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198544,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198547,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198568,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198573,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198581,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198582,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198583,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198584,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198594,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198595,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198596,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198608,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198624,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198625,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198626,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198630,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198631,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198636,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198639,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198702,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198704,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198705,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198706,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198708,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198709,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198711,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198712,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198713,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198714,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198715,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198718,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198723,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198724,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198725,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198726,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198727,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198729,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198730,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198731,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198732,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198734,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198735,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198736,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198737,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198738,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198739,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198740,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198741,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198742,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198743,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198744,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
19879,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198806,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198807,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198808,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198809,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198810,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198811,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198812,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198814,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198815,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198816,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198818,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198819,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198852,0.0,NUTRITION WELLBEIN,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198893,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198909,0.0,BEAUTY ACCESSORIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198910,0.0,BEAUTY ACCESSORIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198950,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
198952,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199038,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199039,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199040,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199041,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199043,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199044,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199045,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199052,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199056,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199061,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199063,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199064,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199065,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199079,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199080,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199084,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199085,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199086,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199087,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199109,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199110,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199115,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199119,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199122,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199125,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199130,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199132,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199133,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199134,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199135,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199140,0.0,BEAUTY ACCESSORIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199141,0.0,BEAUTY ACCESSORIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199142,0.0,BEAUTY ACCESSORIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199154,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199156,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199158,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199159,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
199160,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
