source_file,column_name,inferred_meaning,commercial_value_score_0_5,store_facing_candidate_yes_no,audit_only_yes_no,rename_required_yes_no,proposed_clean_name,notes
feature_inspection,promotion_backtest_bias_class,technical/derived field,1,no,yes,no,promotion_backtest_bias_class,
feature_inspection,promotion_backtest_comparable_event_count,technical/derived field,1,no,yes,no,promotion_backtest_comparable_event_count,
feature_inspection,stockout_risk_reason,technical/derived field,1,no,yes,no,stockout_risk_reason,
feature_inspection,days_of_cover_to_promo_start,technical/derived field,1,no,yes,no,days_of_cover_to_promo_start,
feature_inspection,days_of_cover_first_7_days,technical/derived field,1,no,yes,no,days_of_cover_first_7_days,
feature_inspection,projected_launch_cover_units,technical/derived field,1,no,yes,no,projected_launch_cover_units,
feature_inspection,stockout_risk_band,technical/derived field,1,no,yes,no,stockout_risk_band,
feature_inspection,overstock_risk_band,technical/derived field,1,no,yes,no,overstock_risk_band,
feature_inspection,estimated_leftover_units,technical/derived field,1,no,yes,no,estimated_leftover_units,
feature_inspection,estimated_leftover_cost_dollars,technical/derived field,1,no,yes,no,estimated_leftover_cost_dollars,
feature_inspection,target_end_stock_units,technical/derived field,1,no,yes,no,target_end_stock_units,
feature_inspection,target_end_days_cover,technical/derived field,1,no,yes,no,target_end_days_cover,
feature_inspection,cashflow_runoff_status,technical/derived field,1,no,yes,no,cashflow_runoff_status,
feature_inspection,trust_floor_status,technical/derived field,1,no,yes,no,trust_floor_status,
feature_inspection,units_needed_for_trust_floor,technical/derived field,1,no,yes,no,units_needed_for_trust_floor,
feature_inspection,units_needed_for_high_demand_cover,technical/derived field,2,no,yes,no,units_needed_for_high_demand_cover,
feature_inspection,units_above_trust_target,technical/derived field,1,no,yes,no,units_above_trust_target,
feature_inspection,capital_tied_above_trust_target,technical/derived field,2,no,yes,no,capital_tied_above_trust_target,
feature_inspection,expected_gp_on_trust_floor_units,technical/derived field,1,no,yes,no,expected_gp_on_trust_floor_units,
feature_inspection,expected_gp_on_speculative_units,technical/derived field,1,no,yes,no,expected_gp_on_speculative_units,
feature_inspection,risk_adjusted_value_of_speculative_units,technical/derived field,1,no,yes,no,risk_adjusted_value_of_speculative_units,
feature_inspection,speculative_capital_above_floor_units,technical/derived field,2,no,yes,no,speculative_capital_above_floor_units,
feature_inspection,speculative_capital_above_floor_value,technical/derived field,2,no,yes,no,speculative_capital_above_floor_value,
feature_inspection,SOH_at_advice_time,technical/derived field,2,no,yes,no,SOH_at_advice_time,
feature_inspection,on_order_at_advice_time,Units already on order,2,no,yes,no,on_order_at_advice_time,
feature_inspection,projected_SOH_at_promo_start,Projected SOH at promo start before order,2,no,yes,no,projected_SOH_at_promo_start,
feature_inspection,target_SOH_at_promo_start,Target SOH at promo day one,5,no,yes,no,target_SOH_at_promo_start,
feature_inspection,recommended_order_value,technical/derived field,2,no,yes,no,recommended_order_value,
feature_inspection,weeks_of_cover_entering_promo,technical/derived field,1,no,yes,no,weeks_of_cover_entering_promo,
feature_inspection,end_of_promo_residual_risk,technical/derived field,1,no,yes,no,end_of_promo_residual_risk,
feature_inspection,SKU_MAE,technical/derived field,1,no,yes,no,SKU_MAE,
feature_inspection,SKU_MSE,technical/derived field,1,no,yes,no,SKU_MSE,
feature_inspection,SKU_bias,technical/derived field,1,no,yes,no,SKU_bias,
feature_inspection,data_quality_flag,technical/derived field,1,no,yes,no,data_quality_flag,
feature_inspection,promotion_row_key,technical/derived field,1,no,yes,no,promotion_row_key,
feature_inspection,feature_discount_depth_pct,technical/derived field,2,no,yes,no,feature_discount_depth_pct,
feature_inspection,feature_price_gap_ex_gst,technical/derived field,1,no,yes,no,feature_price_gap_ex_gst,
feature_inspection,feature_price_gap_pct_vs_normal,technical/derived field,1,no,yes,no,feature_price_gap_pct_vs_normal,
feature_inspection,feature_promo_price_ratio_vs_normal,technical/derived field,1,no,yes,no,feature_promo_price_ratio_vs_normal,
feature_inspection,feature_offer_strength_score,technical/derived field,1,no,yes,no,feature_offer_strength_score,
feature_inspection,feature_low_ticket_flag,technical/derived field,1,no,yes,no,feature_low_ticket_flag,
feature_inspection,feature_mid_ticket_flag,technical/derived field,1,no,yes,no,feature_mid_ticket_flag,
feature_inspection,feature_high_ticket_flag,technical/derived field,1,no,yes,no,feature_high_ticket_flag,
feature_inspection,feature_offer_text_percent_flag,technical/derived field,1,no,yes,no,feature_offer_text_percent_flag,
feature_inspection,feature_offer_text_amount_flag,technical/derived field,1,no,yes,no,feature_offer_text_amount_flag,
feature_inspection,feature_offer_text_multi_buy_flag,technical/derived field,1,no,yes,no,feature_offer_text_multi_buy_flag,
feature_inspection,feature_offer_text_bonus_flag,technical/derived field,1,no,yes,no,feature_offer_text_bonus_flag,
feature_inspection,feature_catalogue_position_score,technical/derived field,1,no,yes,no,feature_catalogue_position_score,
feature_inspection,feature_catalogue_top_quartile_flag,technical/derived field,1,no,yes,no,feature_catalogue_top_quartile_flag,
feature_inspection,feature_catalogue_front_half_flag,technical/derived field,1,no,yes,no,feature_catalogue_front_half_flag,
feature_inspection,feature_effective_margin_compression_pct,technical/derived field,1,no,yes,no,feature_effective_margin_compression_pct,
feature_inspection,feature_margin_dollars_at_risk,technical/derived field,1,no,yes,no,feature_margin_dollars_at_risk,
feature_inspection,feature_expected_gm_change_dollars,technical/derived field,1,no,yes,no,feature_expected_gm_change_dollars,
feature_inspection,feature_margin_delta_per_unit,technical/derived field,1,no,yes,no,feature_margin_delta_per_unit,
feature_inspection,feature_discount_to_margin_tradeoff,technical/derived field,2,no,yes,no,feature_discount_to_margin_tradeoff,
feature_inspection,feature_rebate_adjusted_margin_pct,technical/derived field,1,no,yes,no,feature_rebate_adjusted_margin_pct,
feature_inspection,feature_rebate_dependency_score,technical/derived field,1,no,yes,no,feature_rebate_dependency_score,
feature_inspection,feature_effective_cost_ratio,technical/derived field,1,no,yes,no,feature_effective_cost_ratio,
feature_inspection,feature_unit_profit_after_fees,technical/derived field,1,no,yes,no,feature_unit_profit_after_fees,
feature_inspection,feature_unit_profitability_ratio,technical/derived field,1,no,yes,no,feature_unit_profitability_ratio,
feature_inspection,feature_margin_sacrifice_per_expected_unit,technical/derived field,1,no,yes,no,feature_margin_sacrifice_per_expected_unit,
feature_inspection,feature_fee_burden_ratio,technical/derived field,1,no,yes,no,feature_fee_burden_ratio,
feature_inspection,feature_fee_share_of_unit_margin,technical/derived field,1,no,yes,no,feature_fee_share_of_unit_margin,
feature_inspection,feature_capital_at_risk,technical/derived field,2,no,yes,no,feature_capital_at_risk,
feature_inspection,feature_inventory_carry_cost_burden,technical/derived field,1,no,yes,no,feature_inventory_carry_cost_burden,
feature_inspection,feature_profit_risk_asymmetry,technical/derived field,1,no,yes,no,feature_profit_risk_asymmetry,
feature_inspection,feature_promo_capital_efficiency,technical/derived field,2,no,yes,no,feature_promo_capital_efficiency,
feature_inspection,feature_gmroi_regime_score,technical/derived field,1,no,yes,no,feature_gmroi_regime_score,
feature_inspection,feature_allocation_vs_baseline_demand_ratio,technical/derived field,2,no,yes,no,feature_allocation_vs_baseline_demand_ratio,
feature_inspection,feature_allocation_vs_required_implied_demand_ratio,technical/derived field,2,no,yes,no,feature_allocation_vs_required_implied_demand_ratio,
feature_inspection,feature_allocation_to_baseline_gap,technical/derived field,1,no,yes,no,feature_allocation_to_baseline_gap,
feature_inspection,feature_required_vs_allocation_gap,technical/derived field,1,no,yes,no,feature_required_vs_allocation_gap,
feature_inspection,feature_total_stock_pressure_ratio,technical/derived field,1,no,yes,no,feature_total_stock_pressure_ratio,
feature_inspection,feature_stock_sufficiency_gap_units,technical/derived field,1,no,yes,no,feature_stock_sufficiency_gap_units,
feature_inspection,feature_current_soh_ratio,technical/derived field,5,no,yes,no,feature_current_soh_ratio,
feature_inspection,feature_stock_strain,technical/derived field,1,no,yes,no,feature_stock_strain,
feature_inspection,feature_stock_to_promo_days_ratio,technical/derived field,1,no,yes,no,feature_stock_to_promo_days_ratio,
feature_inspection,feature_stock_exposure_vs_promo_days,technical/derived field,1,no,yes,no,feature_stock_exposure_vs_promo_days,
feature_inspection,feature_sellthrough_pressure_index,technical/derived field,1,no,yes,no,feature_sellthrough_pressure_index,
feature_inspection,feature_commitment_pressure_ratio,technical/derived field,1,no,yes,no,feature_commitment_pressure_ratio,
feature_inspection,feature_on_order_support_ratio,technical/derived field,2,no,yes,no,feature_on_order_support_ratio,
feature_inspection,feature_inventory_congestion,technical/derived field,1,no,yes,no,feature_inventory_congestion,
feature_inspection,feature_overhang_risk,technical/derived field,1,no,yes,no,feature_overhang_risk,
feature_inspection,feature_underallocation_risk,technical/derived field,1,no,yes,no,feature_underallocation_risk,
feature_inspection,feature_overhang_capital_risk,technical/derived field,2,no,yes,no,feature_overhang_capital_risk,
feature_inspection,feature_pre_promo_rolling_demand_units,technical/derived field,2,no,yes,no,feature_pre_promo_rolling_demand_units,
feature_inspection,feature_pre_promo_baseline_daily_units,technical/derived field,1,no,yes,no,feature_pre_promo_baseline_daily_units,
feature_inspection,feature_baseline_volatility_cv,technical/derived field,1,no,yes,no,feature_baseline_volatility_cv,
feature_inspection,feature_short_vs_long_baseline_acceleration,technical/derived field,1,no,yes,no,feature_short_vs_long_baseline_acceleration,
feature_inspection,feature_recent_acceleration_ratio,technical/derived field,1,no,yes,no,feature_recent_acceleration_ratio,
feature_inspection,feature_required_vs_baseline_demand_gap,technical/derived field,2,no,yes,no,feature_required_vs_baseline_demand_gap,
feature_inspection,feature_sales_velocity_units_per_day,technical/derived field,1,no,yes,no,feature_sales_velocity_units_per_day,
feature_inspection,feature_sales_velocity_ratio_short_to_long,technical/derived field,1,no,yes,no,feature_sales_velocity_ratio_short_to_long,
feature_inspection,feature_pre_promo_sales_per_selling_day,technical/derived field,1,no,yes,no,feature_pre_promo_sales_per_selling_day,
feature_inspection,feature_slow_seller_flag,technical/derived field,1,no,yes,no,feature_slow_seller_flag,
feature_inspection,feature_medium_seller_flag,technical/derived field,1,no,yes,no,feature_medium_seller_flag,
feature_inspection,feature_fast_seller_flag,technical/derived field,1,no,yes,no,feature_fast_seller_flag,
feature_inspection,feature_prior_promo_response_same_sku_store,technical/derived field,1,no,yes,no,feature_prior_promo_response_same_sku_store,
feature_inspection,feature_prior_promo_response_same_sku_network,technical/derived field,1,no,yes,no,feature_prior_promo_response_same_sku_network,
feature_inspection,feature_prior_markdown_dependence,technical/derived field,1,no,yes,no,feature_prior_markdown_dependence,
feature_inspection,feature_promo_recurrence_density,technical/derived field,1,no,yes,no,feature_promo_recurrence_density,
feature_inspection,feature_history_regime_score,technical/derived field,1,no,yes,no,feature_history_regime_score,
feature_inspection,feature_prior_promo_14d_flag,technical/derived field,1,no,yes,no,feature_prior_promo_14d_flag,
feature_inspection,feature_prior_promo_28d_flag,technical/derived field,1,no,yes,no,feature_prior_promo_28d_flag,
feature_inspection,feature_prior_promo_56d_flag,technical/derived field,1,no,yes,no,feature_prior_promo_56d_flag,
feature_inspection,feature_prior_promo_units_14d,technical/derived field,1,no,yes,no,feature_prior_promo_units_14d,
feature_inspection,feature_prior_promo_units_28d,technical/derived field,1,no,yes,no,feature_prior_promo_units_28d,
feature_inspection,feature_prior_promo_units_56d,technical/derived field,1,no,yes,no,feature_prior_promo_units_56d,
feature_inspection,feature_prior_promo_days_since_last_promo,technical/derived field,1,no,yes,no,feature_prior_promo_days_since_last_promo,
feature_inspection,feature_prior_same_or_better_discount_14d_flag,technical/derived field,2,no,yes,no,feature_prior_same_or_better_discount_14d_flag,
feature_inspection,feature_prior_same_or_better_discount_28d_flag,technical/derived field,2,no,yes,no,feature_prior_same_or_better_discount_28d_flag,
feature_inspection,feature_prior_same_or_better_discount_56d_flag,technical/derived field,2,no,yes,no,feature_prior_same_or_better_discount_56d_flag,
feature_inspection,feature_prior_same_or_better_discount_units_56d,technical/derived field,2,no,yes,no,feature_prior_same_or_better_discount_units_56d,
feature_inspection,feature_prior_same_discount_days_since_last_promo,technical/derived field,2,no,yes,no,feature_prior_same_discount_days_since_last_promo,
feature_inspection,feature_prior_better_discount_days_since_last_promo,technical/derived field,2,no,yes,no,feature_prior_better_discount_days_since_last_promo,
feature_inspection,feature_prior_promo_price_memory_score,technical/derived field,1,no,yes,no,feature_prior_promo_price_memory_score,
feature_inspection,feature_prior_promo_discount_memory_score,technical/derived field,2,no,yes,no,feature_prior_promo_discount_memory_score,
feature_inspection,feature_prior_promo_cannibalisation_risk_score,technical/derived field,1,no,yes,no,feature_prior_promo_cannibalisation_risk_score,
feature_inspection,feature_historical_promo_events_same_discount,technical/derived field,2,no,yes,no,feature_historical_promo_events_same_discount,
feature_inspection,feature_historical_promo_events_same_or_better_discount,technical/derived field,2,no,yes,no,feature_historical_promo_events_same_or_better_discount,
feature_inspection,feature_historical_units_same_discount_avg,technical/derived field,2,no,yes,no,feature_historical_units_same_discount_avg,
feature_inspection,feature_historical_units_same_or_better_discount_avg,technical/derived field,2,no,yes,no,feature_historical_units_same_or_better_discount_avg,
feature_inspection,feature_historical_units_same_discount_median,technical/derived field,2,no,yes,no,feature_historical_units_same_discount_median,
feature_inspection,feature_historical_units_same_or_better_discount_median,technical/derived field,2,no,yes,no,feature_historical_units_same_or_better_discount_median,
feature_inspection,feature_historical_units_same_discount_std,technical/derived field,2,no,yes,no,feature_historical_units_same_discount_std,
feature_inspection,feature_historical_discount_response_confidence,technical/derived field,2,no,yes,no,feature_historical_discount_response_confidence,
feature_inspection,feature_discount_band_response_avg,technical/derived field,2,no,yes,no,feature_discount_band_response_avg,
feature_inspection,feature_discount_band_response_median,technical/derived field,2,no,yes,no,feature_discount_band_response_median,
feature_inspection,feature_discount_band_event_count,technical/derived field,2,no,yes,no,feature_discount_band_event_count,
feature_inspection,feature_probability_zero_demand_same_or_better_discount,technical/derived field,2,no,yes,no,feature_probability_zero_demand_same_or_better_discount,
feature_inspection,feature_probability_low_demand_vs_baseline_same_or_better_discount,technical/derived field,2,no,yes,no,feature_probability_low_demand_vs_baseline_same_or_better_discount,
feature_inspection,feature_probability_demand_exceeds_allocation_same_or_better_discount,technical/derived field,2,no,yes,no,feature_probability_demand_exceeds_allocation_same_or_better_discount,
feature_inspection,feature_probability_units_below_allocation_same_or_better_discount,technical/derived field,2,no,yes,no,feature_probability_units_below_allocation_same_or_better_discount,
feature_inspection,feature_probability_stockout_vs_stock_basis_same_or_better_discount,technical/derived field,2,no,yes,no,feature_probability_stockout_vs_stock_basis_same_or_better_discount,
feature_inspection,feature_promo_history_evidence_strength,technical/derived field,1,no,yes,no,feature_promo_history_evidence_strength,
feature_inspection,feature_sparse_history_penalty,technical/derived field,1,no,yes,no,feature_sparse_history_penalty,
feature_inspection,feature_order_evidence_quality_score,technical/derived field,2,no,yes,no,feature_order_evidence_quality_score,
feature_inspection,feature_overallocation_risk_score,technical/derived field,1,no,yes,no,feature_overallocation_risk_score,
feature_inspection,feature_historical_comparable_promo_event_count,technical/derived field,1,no,yes,no,feature_historical_comparable_promo_event_count,
feature_inspection,feature_historical_zero_sale_after_buy_rate,technical/derived field,1,no,yes,no,feature_historical_zero_sale_after_buy_rate,
feature_inspection,feature_same_discount_success_rate_56d,technical/derived field,2,no,yes,no,feature_same_discount_success_rate_56d,
feature_inspection,feature_historical_trapped_capital_rate,technical/derived field,2,no,yes,no,feature_historical_trapped_capital_rate,
feature_inspection,feature_historical_sell_through_on_accepted_qty,technical/derived field,1,no,yes,no,feature_historical_sell_through_on_accepted_qty,
feature_inspection,feature_historical_overforecast_bias,technical/derived field,1,no,yes,no,feature_historical_overforecast_bias,
feature_inspection,feature_historical_allocation_efficiency_rate,technical/derived field,1,no,yes,no,feature_historical_allocation_efficiency_rate,
feature_inspection,feature_historical_overallocation_above_floor_rate,technical/derived field,1,no,yes,no,feature_historical_overallocation_above_floor_rate,
feature_inspection,feature_historical_residual_above_floor_units_avg,technical/derived field,1,no,yes,no,feature_historical_residual_above_floor_units_avg,
feature_inspection,feature_historical_under_floor_missed_demand_rate,technical/derived field,2,no,yes,no,feature_historical_under_floor_missed_demand_rate,
feature_inspection,feature_historical_under_floor_lost_units_avg,technical/derived field,1,no,yes,no,feature_historical_under_floor_lost_units_avg,
feature_inspection,feature_historical_memory_category_fallback_flag,technical/derived field,1,no,yes,no,feature_historical_memory_category_fallback_flag,
feature_inspection,feature_historical_memory_department_fallback_flag,technical/derived field,1,no,yes,no,feature_historical_memory_department_fallback_flag,
feature_inspection,feature_non_promo_units_28d,technical/derived field,1,no,yes,no,feature_non_promo_units_28d,
feature_inspection,feature_non_promo_units_56d,technical/derived field,1,no,yes,no,feature_non_promo_units_56d,
feature_inspection,feature_promo_units_28d,technical/derived field,1,no,yes,no,feature_promo_units_28d,
feature_inspection,feature_promo_units_56d,technical/derived field,1,no,yes,no,feature_promo_units_56d,
feature_inspection,feature_non_promo_avg_daily_units_28d,technical/derived field,1,no,yes,no,feature_non_promo_avg_daily_units_28d,
feature_inspection,feature_non_promo_avg_daily_units_56d,technical/derived field,1,no,yes,no,feature_non_promo_avg_daily_units_56d,
feature_inspection,feature_promo_avg_daily_units_28d,technical/derived field,1,no,yes,no,feature_promo_avg_daily_units_28d,
feature_inspection,feature_promo_avg_daily_units_56d,technical/derived field,1,no,yes,no,feature_promo_avg_daily_units_56d,
feature_inspection,feature_promo_to_nonpromo_demand_ratio_28d,technical/derived field,2,no,yes,no,feature_promo_to_nonpromo_demand_ratio_28d,
feature_inspection,feature_promo_to_nonpromo_demand_ratio_56d,technical/derived field,2,no,yes,no,feature_promo_to_nonpromo_demand_ratio_56d,
feature_inspection,feature_discount_elasticity_proxy,technical/derived field,2,no,yes,no,feature_discount_elasticity_proxy,
feature_inspection,feature_realised_prior_promo_lift_proxy,technical/derived field,1,no,yes,no,feature_realised_prior_promo_lift_proxy,
feature_inspection,feature_promo_period_days,technical/derived field,1,no,yes,no,feature_promo_period_days,
feature_inspection,feature_promo_period_target_units,technical/derived field,1,no,yes,no,feature_promo_period_target_units,
feature_inspection,feature_day_one_target_stock_units,technical/derived field,1,no,yes,no,feature_day_one_target_stock_units,
feature_inspection,feature_end_of_promo_target_floor_units,technical/derived field,1,no,yes,no,feature_end_of_promo_target_floor_units,
feature_inspection,feature_trust_floor_units_dynamic,technical/derived field,1,no,yes,no,feature_trust_floor_units_dynamic,
feature_inspection,feature_end_of_promo_target_days_cover,technical/derived field,1,no,yes,no,feature_end_of_promo_target_days_cover,
feature_inspection,feature_end_of_promo_target_units,technical/derived field,1,no,yes,no,feature_end_of_promo_target_units,
feature_inspection,feature_end_of_promo_target_regime,technical/derived field,1,no,yes,no,feature_end_of_promo_target_regime,
feature_inspection,feature_high_underlying_demand_flag,technical/derived field,2,no,yes,no,feature_high_underlying_demand_flag,
feature_inspection,feature_high_base_demand_end_cover_flag,technical/derived field,2,no,yes,no,feature_high_base_demand_end_cover_flag,
feature_inspection,feature_no_promo_history_flag,technical/derived field,1,no,yes,no,feature_no_promo_history_flag,
feature_inspection,feature_month_end_cash_runoff_pressure_flag,technical/derived field,1,no,yes,no,feature_month_end_cash_runoff_pressure_flag,
feature_inspection,feature_month_end_inventory_efficiency_target,technical/derived field,1,no,yes,no,feature_month_end_inventory_efficiency_target,
feature_inspection,feature_days_cover_vs_billing_cycle_target,technical/derived field,1,no,yes,no,feature_days_cover_vs_billing_cycle_target,
feature_inspection,feature_cash_runoff_target_days_cover,technical/derived field,1,no,yes,no,feature_cash_runoff_target_days_cover,
feature_inspection,feature_days_cover_cap_for_cashflow,technical/derived field,1,no,yes,no,feature_days_cover_cap_for_cashflow,
feature_inspection,feature_trust_floor_breach_risk_score,technical/derived field,1,no,yes,no,feature_trust_floor_breach_risk_score,
feature_inspection,feature_end_shape_success_target_flag,technical/derived field,1,no,yes,no,feature_end_shape_success_target_flag,
feature_inspection,feature_excess_month_end_capital_drag,technical/derived field,2,no,yes,no,feature_excess_month_end_capital_drag,
feature_inspection,feature_cashflow_efficiency_score,technical/derived field,1,no,yes,no,feature_cashflow_efficiency_score,
feature_inspection,feature_target_units_above_current_logic,technical/derived field,1,no,yes,no,feature_target_units_above_current_logic,
feature_inspection,feature_target_units_below_current_logic,technical/derived field,1,no,yes,no,feature_target_units_below_current_logic,
feature_inspection,feature_non_promo_30d_avg_daily_units,technical/derived field,1,no,yes,no,feature_non_promo_30d_avg_daily_units,
feature_inspection,feature_non_promo_56d_avg_daily_units,technical/derived field,1,no,yes,no,feature_non_promo_56d_avg_daily_units,
feature_inspection,feature_non_promo_84d_avg_daily_units,technical/derived field,1,no,yes,no,feature_non_promo_84d_avg_daily_units,
feature_inspection,feature_non_promo_30d_std_daily_units,technical/derived field,1,no,yes,no,feature_non_promo_30d_std_daily_units,
feature_inspection,feature_non_promo_56d_std_daily_units,technical/derived field,1,no,yes,no,feature_non_promo_56d_std_daily_units,
feature_inspection,feature_non_promo_base_trend_30d_vs_56d,technical/derived field,1,no,yes,no,feature_non_promo_base_trend_30d_vs_56d,
feature_inspection,feature_non_promo_base_trend_30d_vs_84d,technical/derived field,1,no,yes,no,feature_non_promo_base_trend_30d_vs_84d,
feature_inspection,feature_non_promo_days_with_sales_ratio_30d,technical/derived field,1,no,yes,no,feature_non_promo_days_with_sales_ratio_30d,
feature_inspection,feature_non_promo_days_with_sales_ratio_56d,technical/derived field,1,no,yes,no,feature_non_promo_days_with_sales_ratio_56d,
feature_inspection,feature_non_promo_recent_acceleration_score,technical/derived field,1,no,yes,no,feature_non_promo_recent_acceleration_score,
feature_inspection,feature_non_promo_base_demand_growing_flag,technical/derived field,2,no,yes,no,feature_non_promo_base_demand_growing_flag,
feature_inspection,feature_non_promo_history_available_flag,technical/derived field,1,no,yes,no,feature_non_promo_history_available_flag,
feature_inspection,feature_non_promo_low_history_flag,technical/derived field,1,no,yes,no,feature_non_promo_low_history_flag,
feature_inspection,feature_non_promo_stable_history_flag,technical/derived field,1,no,yes,no,feature_non_promo_stable_history_flag,
feature_inspection,feature_growth_curve_recent_slope_units_per_day,technical/derived field,1,no,yes,no,feature_growth_curve_recent_slope_units_per_day,
feature_inspection,feature_growth_curve_long_slope_units_per_day,technical/derived field,1,no,yes,no,feature_growth_curve_long_slope_units_per_day,
feature_inspection,feature_growth_curve_second_derivative_proxy,technical/derived field,1,no,yes,no,feature_growth_curve_second_derivative_proxy,
feature_inspection,feature_growth_curve_acceleration_score,technical/derived field,1,no,yes,no,feature_growth_curve_acceleration_score,
feature_inspection,feature_growth_curve_deceleration_score,technical/derived field,1,no,yes,no,feature_growth_curve_deceleration_score,
feature_inspection,feature_growth_curve_convexity_score,technical/derived field,1,no,yes,no,feature_growth_curve_convexity_score,
feature_inspection,feature_growth_curve_recent_to_long_slope_ratio,technical/derived field,1,no,yes,no,feature_growth_curve_recent_to_long_slope_ratio,
feature_inspection,feature_growth_curve_flattening_score,technical/derived field,1,no,yes,no,feature_growth_curve_flattening_score,
feature_inspection,feature_growth_curve_decay_persistence_score,technical/derived field,1,no,yes,no,feature_growth_curve_decay_persistence_score,
feature_inspection,feature_growth_curve_monotonic_improvement_flag,technical/derived field,1,no,yes,no,feature_growth_curve_monotonic_improvement_flag,
feature_inspection,feature_growth_curve_monotonic_decline_flag,technical/derived field,1,no,yes,no,feature_growth_curve_monotonic_decline_flag,
feature_inspection,feature_growth_curve_noise_penalty_score,technical/derived field,1,no,yes,no,feature_growth_curve_noise_penalty_score,
feature_inspection,feature_growth_curve_confidence_score,technical/derived field,2,no,yes,no,feature_growth_curve_confidence_score,
feature_inspection,feature_growth_curve_late_window_momentum_vs_baseline,technical/derived field,1,no,yes,no,feature_growth_curve_late_window_momentum_vs_baseline,
feature_inspection,feature_same_discount_prior_event_count,technical/derived field,2,no,yes,no,feature_same_discount_prior_event_count,
feature_inspection,feature_same_discount_prior_units_avg,technical/derived field,2,no,yes,no,feature_same_discount_prior_units_avg,
feature_inspection,feature_same_discount_prior_units_median,technical/derived field,2,no,yes,no,feature_same_discount_prior_units_median,
feature_inspection,feature_same_discount_prior_units_std,technical/derived field,2,no,yes,no,feature_same_discount_prior_units_std,
feature_inspection,feature_same_discount_prior_sell_through_avg,technical/derived field,2,no,yes,no,feature_same_discount_prior_sell_through_avg,
feature_inspection,feature_same_discount_prior_stock_cover_avg,technical/derived field,2,no,yes,no,feature_same_discount_prior_stock_cover_avg,
feature_inspection,feature_same_discount_prior_uplift_ratio_avg,technical/derived field,2,no,yes,no,feature_same_discount_prior_uplift_ratio_avg,
feature_inspection,feature_same_discount_prior_uplift_ratio_median,technical/derived field,2,no,yes,no,feature_same_discount_prior_uplift_ratio_median,
feature_inspection,feature_same_discount_prior_uplift_ratio_std,technical/derived field,2,no,yes,no,feature_same_discount_prior_uplift_ratio_std,
feature_inspection,feature_same_discount_recent_event_count,technical/derived field,2,no,yes,no,feature_same_discount_recent_event_count,
feature_inspection,feature_same_discount_days_since_last_event,technical/derived field,2,no,yes,no,feature_same_discount_days_since_last_event,
feature_inspection,feature_same_discount_history_available_flag,technical/derived field,2,no,yes,no,feature_same_discount_history_available_flag,
feature_inspection,feature_discount_elasticity_estimate,technical/derived field,2,no,yes,no,feature_discount_elasticity_estimate,
feature_inspection,feature_discount_elasticity_abs,technical/derived field,2,no,yes,no,feature_discount_elasticity_abs,
feature_inspection,feature_discount_elasticity_confidence_score,technical/derived field,2,no,yes,no,feature_discount_elasticity_confidence_score,
feature_inspection,feature_discount_response_slope,technical/derived field,2,no,yes,no,feature_discount_response_slope,
feature_inspection,feature_discount_response_r_squared,technical/derived field,2,no,yes,no,feature_discount_response_r_squared,
feature_inspection,feature_discount_response_event_count,technical/derived field,2,no,yes,no,feature_discount_response_event_count,
feature_inspection,feature_discount_response_direction_consistent_flag,technical/derived field,2,no,yes,no,feature_discount_response_direction_consistent_flag,
feature_inspection,feature_discount_response_instability_score,technical/derived field,2,no,yes,no,feature_discount_response_instability_score,
feature_inspection,feature_sales_interval_days_mean_56d,technical/derived field,1,no,yes,no,feature_sales_interval_days_mean_56d,
feature_inspection,feature_sales_interval_days_std_56d,technical/derived field,1,no,yes,no,feature_sales_interval_days_std_56d,
feature_inspection,feature_sales_interval_days_cv_56d,technical/derived field,1,no,yes,no,feature_sales_interval_days_cv_56d,
feature_inspection,feature_days_since_last_sale,technical/derived field,1,no,yes,no,feature_days_since_last_sale,
feature_inspection,feature_days_with_sales_28d,technical/derived field,1,no,yes,no,feature_days_with_sales_28d,
feature_inspection,feature_days_with_sales_56d,technical/derived field,1,no,yes,no,feature_days_with_sales_56d,
feature_inspection,feature_average_units_per_selling_day_28d,technical/derived field,1,no,yes,no,feature_average_units_per_selling_day_28d,
feature_inspection,feature_average_units_per_selling_day_56d,technical/derived field,1,no,yes,no,feature_average_units_per_selling_day_56d,
feature_inspection,feature_intermittent_demand_flag,technical/derived field,2,no,yes,no,feature_intermittent_demand_flag,
feature_inspection,feature_sparse_repeat_purchase_flag,technical/derived field,1,no,yes,no,feature_sparse_repeat_purchase_flag,
feature_inspection,feature_sales_day_density_28d,technical/derived field,1,no,yes,no,feature_sales_day_density_28d,
feature_inspection,feature_sales_day_density_56d,technical/derived field,1,no,yes,no,feature_sales_day_density_56d,
feature_inspection,feature_probability_poisson_expected_units,technical/derived field,1,no,yes,no,feature_probability_poisson_expected_units,
feature_inspection,feature_probability_poisson_zero_sale_probability,technical/derived field,1,no,yes,no,feature_probability_poisson_zero_sale_probability,
feature_inspection,feature_probability_poisson_one_or_more_sale_probability,technical/derived field,1,no,yes,no,feature_probability_poisson_one_or_more_sale_probability,
feature_inspection,feature_probability_poisson_tail_probability,technical/derived field,1,no,yes,no,feature_probability_poisson_tail_probability,
feature_inspection,feature_probability_poisson_overallocation_risk_score,technical/derived field,1,no,yes,no,feature_probability_poisson_overallocation_risk_score,
