sku_number,expected_units_before_promo_start,expected_promo_demand,pre_minus_promo,pre_over_promo_ratio,projected_SOH_at_promo_start,current_soh,projected_stock_gap_units,days_to_promo_start,lead_days_to_promo_start,lead_up_demand_units,feature_pre_promo_baseline_daily_units,feature_pre_promo_rolling_demand_units
62689,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
64523,0,1,-1,0.0,0,0,3,1,1,0,0.5,7.0
102282,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97161,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
1226,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
90114,0,1,-1,0.0,0,0,3,1,1,0,0.0064,0.0896
88551,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
193125,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
93991,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
636548,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
32161,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90154,0,1,-1,0.0,0,0,3,1,1,0,1.5,21.0
193126,0,1,-1,0.0,0,0,3,1,1,0,0.0129,0.1806
90155,0,1,-1,0.0,0,0,3,1,1,0,1.5,21.0
70356,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
98113,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98115,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96599,0,1,-1,0.0,0,0,3,1,1,0,2.0,28.0
15707,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
38950,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
62692,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
196843,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
88117,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
424099,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
74788,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
31556,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
196145,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
88735,0,1,-1,0.0,1,1,2,1,1,0,1.5,21.0
44398,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
265675,0,1,-1,0.0,1,1,2,1,1,0,1.5,21.0
95495,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
15792,0,1,-1,0.0,1,1,2,1,1,0,1.2,16.8
21552,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
43876,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
89304,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
94466,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
199567,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
20488,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
192421,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
90390,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
90391,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
94930,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
69756,0,1,-1,0.0,1,1,2,1,1,0,1.25,17.5
196873,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
559709,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
192031,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
92307,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
27851,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
96422,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
96424,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
194079,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
27801,0,1,-1,0.0,1,1,2,1,1,0,0.5,7.0
194527,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
226289,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
193657,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
194526,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
963046,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
88570,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
190037,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
193656,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
194846,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
194217,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
62690,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
188862,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
950572,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
194540,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
48923,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
611038,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
94491,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
185220,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
94669,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
44199,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
31821,0,1,-1,0.0,2,2,1,1,1,0,1.3333333333333333,18.666666666666664
88119,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
62697,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
416917,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
96730,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
248940,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
97217,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
88124,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
31685,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
88116,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
883166,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
88114,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
50034,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
55498,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
42901,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
31559,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
194265,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
265705,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
194879,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
745111,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
188554,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
388726,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
817783,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
458074,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
97288,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
90043,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
90911,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
94249,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
24361,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
96282,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
90790,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
192194,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
88081,0,1,-1,0.0,2,2,1,1,1,0,2.1666666666666665,30.333333333333332
24554,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
188802,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
188810,0,1,-1,0.0,2,2,1,1,1,0,1.25,17.5
298131,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
87651,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
7512,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
90044,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
24358,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
188803,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
45536,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
90042,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
11833,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
50382,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
188811,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
185051,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
747831,0,1,-1,0.0,3,3,1,1,1,0,0.0,0.0
93850,0,1,-1,0.0,2,2,1,1,1,0,2.0,28.0
95207,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
191352,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
92296,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
96493,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98107,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98108,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98109,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98111,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
31366,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98080,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98081,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98082,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98083,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98121,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98122,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98125,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98126,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98128,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98129,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
90479,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
90481,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95586,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
40169,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
250753,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
15834,0,1,-1,0.0,0,0,3,1,1,0,1.25,17.5
51898,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
50871,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
195405,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
94064,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96657,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98112,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
199053,0,1,-1,0.0,0,0,3,1,1,0,2.0,28.0
98078,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96595,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
63079,0,1,-1,0.0,0,0,3,1,1,0,2.3333333333333335,32.66666666666667
98084,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98114,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98117,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98127,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98130,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95559,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98132,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96656,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98079,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
15736,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
98124,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95585,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
15789,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
195420,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96648,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96649,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96650,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96651,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96492,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96494,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
92301,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
96495,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
199003,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
198995,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
198999,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
55585,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97728,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97729,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97730,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97731,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97732,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98077,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
92304,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
92234,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
627038,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
92294,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
92303,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
192266,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
94166,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
92232,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
92233,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
94508,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
92393,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
195250,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
90237,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198994,0,1,-1,0.0,0,0,3,1,1,0,0.0043,0.0602
7672,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
20925,1,2,-1,0.5,6,7,3,1,1,1,1.7857142857142858,25.0
40165,0,1,-1,0.0,0,0,3,1,1,0,0.0152,0.2128
96496,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96497,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
89416,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
36119,0,1,-1,0.0,0,0,3,1,1,0,2.0,28.0
195105,0,1,-1,0.0,0,0,3,1,1,0,2.0,28.0
51645,0,1,-1,0.0,0,0,3,1,1,0,1.6,22.4
95569,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
94067,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
93979,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
15653,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
94713,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
199027,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
95558,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96505,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96506,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95568,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96652,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
22220,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
98118,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98138,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98134,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98135,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
34860,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
66768,0,1,-1,0.0,3,0,0,1,1,0,2.0,28.0
196552,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
195439,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
199066,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198731,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
199763,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
191175,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
197520,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
90516,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
90152,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
95139,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
66554,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
296780,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
90851,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
195142,0,1,-1,0.0,1,1,2,1,1,0,2.0,28.0
199344,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
94685,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
193058,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
293237,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
193212,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
190596,0,1,-1,0.0,1,1,2,1,1,0,1.25,17.5
57932,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
199331,0,1,-1,0.0,2,2,2,1,1,0,0.0,0.0
46889,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
199109,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
56264,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
198712,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
637114,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
70390,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
91279,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
199060,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
87610,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
93993,0,1,-1,0.0,1,1,2,1,1,0,0.0064,0.0896
195412,0,1,-1,0.0,1,1,2,1,1,0,0.0064,0.0896
190148,0,1,-1,0.0,2,2,2,1,1,0,0.0,0.0
94009,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
88690,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
91700,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
197513,0,1,-1,0.0,1,1,2,1,1,0,1.5,21.0
199751,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
21183,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
73524,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
275867,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
93985,0,1,-1,0.0,1,1,2,1,1,0,0.0064,0.0896
37114,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
93996,0,1,-1,0.0,1,1,2,1,1,0,2.0,28.0
75185,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
90159,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198716,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
192991,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198717,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
93557,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
636703,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
91699,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
5845,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
71552,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
69983,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
5813,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
30162,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
5855,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
32659,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
195994,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
36237,0,1,-1,0.0,1,1,2,1,1,0,0.5,7.0
5844,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
5816,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
5839,0,1,-1,0.0,1,1,2,1,1,0,0.0064,0.0896
5824,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
5836,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
90109,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
5834,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
5861,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
5856,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
90165,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
15777,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
598542,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
66558,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
706639,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
95384,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
5857,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
43903,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
64519,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198735,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
45494,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198726,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
45579,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
51990,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
188691,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
191955,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
48516,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
191948,0,1,-1,0.0,3,3,2,1,1,0,1.5714285714285714,22.0
190138,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
75189,0,1,-1,0.0,1,1,2,1,1,0,2.0,28.0
48517,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
95381,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
69243,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
96475,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
96484,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
49794,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
88094,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
199328,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
89627,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
88093,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
61566,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
64527,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
5821,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
96476,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
193063,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
75789,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
195988,0,1,-1,0.0,1,1,2,1,1,0,0.0107,0.1498
34979,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198563,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
95025,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
860220,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
887625,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
67862,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
196858,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
514446,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
62977,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
89628,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
311685,0,1,-1,0.0,1,1,2,1,1,0,2.0,28.0
196862,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
65624,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
494739,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
193722,0,1,-1,0.0,1,1,2,1,1,0,1.5,21.0
57138,0,1,-1,0.0,1,1,2,1,1,0,0.5,7.0
196932,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
191381,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
88157,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
34989,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
193745,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
102031,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
71548,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
41229,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
66555,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
41979,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
41206,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
73272,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
637971,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
194822,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
34996,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
66764,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198225,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
91273,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
91274,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
396575,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
66530,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
67859,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
194017,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
192846,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
92392,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
51982,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
97043,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
704792,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
91269,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
67882,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
91529,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
195518,0,1,-1,0.0,1,1,2,1,1,0,0.0064,0.0896
4681,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
198224,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
193128,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
91530,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
198227,0,1,-1,0.0,1,1,2,1,1,0,0.0,0.0
66556,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
94000,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
196043,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
91471,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
67692,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
94706,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
31522,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
199068,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
193205,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
190011,0,1,-1,0.0,1,1,2,1,1,0,0.0043,0.0602
17776,0,1,-1,0.0,1,1,2,1,1,0,0.0021,0.0294
193144,0,1,-1,0.0,1,1,2,1,1,0,1.5,21.0
