runtime_folder,output_file,promotion_date,promotion_name,future_or_completed,store_facing_yes_no,useful_fields,problems,recommended_destination
/Users/paulmorison/promotions_runtime_governed/promotions/priceline/772/prediction,shadow_review_20260622_phase4b16/STOCK_BASIS_REVIEW_SHADOW.csv,,,unknown,no,audit/diagnostic,,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/priceline/772/prediction,shadow_review_20260622_phase4b16/STORE_ACTIONS_SHADOW.csv,,,unknown,no,audit/diagnostic,,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/priceline/772/prediction,shadow_review_20260622_phase4b16/TINY_DEMAND_BUYS_REVIEW_SHADOW.csv,,,unknown,no,audit/diagnostic,,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-08_se07_valentines_day_fragrance/audit_trail.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-08_se07_valentines_day_fragrance/learning_actions.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-08_se07_valentines_day_fragrance/miss_analysis.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-08_se07_valentines_day_fragrance/model_performance_summary.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-08_se07_valentines_day_fragrance/read_me_first.md,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-08_se07_valentines_day_fragrance/sku_prediction_vs_actual.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-08_se07_valentines_day_fragrance/stockout_and_supply_review.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-19_wk34_35_autumn_part_1/audit_trail.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-19_wk34_35_autumn_part_1/learning_actions.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-19_wk34_35_autumn_part_1/miss_analysis.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-19_wk34_35_autumn_part_1/model_performance_summary.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-19_wk34_35_autumn_part_1/read_me_first.md,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-19_wk34_35_autumn_part_1/sku_prediction_vs_actual.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-02-19_wk34_35_autumn_part_1/stockout_and_supply_review.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-05_op21_female_founders/audit_trail.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-05_op21_female_founders/learning_actions.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-05_op21_female_founders/miss_analysis.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-05_op21_female_founders/model_performance_summary.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-05_op21_female_founders/read_me_first.md,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-05_op21_female_founders/sku_prediction_vs_actual.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-05_op21_female_founders/stockout_and_supply_review.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-19_se08_make_up_category_sales_event/audit_trail.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-19_se08_make_up_category_sales_event/learning_actions.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-19_se08_make_up_category_sales_event/miss_analysis.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-19_se08_make_up_category_sales_event/model_performance_summary.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-19_se08_make_up_category_sales_event/read_me_first.md,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-19_se08_make_up_category_sales_event/sku_prediction_vs_actual.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-19_se08_make_up_category_sales_event/stockout_and_supply_review.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-24_new_line_26_wk38/audit_trail.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-24_new_line_26_wk38/learning_actions.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-24_new_line_26_wk38/miss_analysis.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-24_new_line_26_wk38/model_performance_summary.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-24_new_line_26_wk38/read_me_first.md,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-24_new_line_26_wk38/sku_prediction_vs_actual.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-24_new_line_26_wk38/stockout_and_supply_review.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-26_wk39_40_autumn_part_3_major_vitamin/audit_trail.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-26_wk39_40_autumn_part_3_major_vitamin/learning_actions.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-26_wk39_40_autumn_part_3_major_vitamin/miss_analysis.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-26_wk39_40_autumn_part_3_major_vitamin/model_performance_summary.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-26_wk39_40_autumn_part_3_major_vitamin/read_me_first.md,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-26_wk39_40_autumn_part_3_major_vitamin/sku_prediction_vs_actual.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-03-26_wk39_40_autumn_part_3_major_vitamin/stockout_and_supply_review.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-04-09_wk41_42_skincare_goody_bag/audit_trail.csv,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-04-09_wk41_42_skincare_goody_bag/learning_actions.csv,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-04-09_wk41_42_skincare_goody_bag/miss_analysis.csv,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-04-09_wk41_42_skincare_goody_bag/model_performance_summary.csv,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-04-09_wk41_42_skincare_goody_bag/read_me_first.md,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-04-09_wk41_42_skincare_goody_bag/sku_prediction_vs_actual.csv,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed/2026-04-09_wk41_42_skincare_goody_bag/stockout_and_supply_review.csv,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/completed_promotions_index.csv,,,unknown,no,audit/diagnostic,,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-08_se07_valentines_day_fragrance/audit_trail.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-08_se07_valentines_day_fragrance/manager_summary.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-08_se07_valentines_day_fragrance/order_decision_sheet.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-08_se07_valentines_day_fragrance/order_plan_all_skus.csv,2026-02-08,,completed,yes,"soh,demand,gap,order",shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-08_se07_valentines_day_fragrance/read_me_first.md,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-08_se07_valentines_day_fragrance/rejected_or_hold_skus.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-08_se07_valentines_day_fragrance/review_exceptions.csv,2026-02-08,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-19_wk34_35_autumn_part_1/audit_trail.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-19_wk34_35_autumn_part_1/manager_summary.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-19_wk34_35_autumn_part_1/order_decision_sheet.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-19_wk34_35_autumn_part_1/order_plan_all_skus.csv,2026-02-19,,completed,yes,"soh,demand,gap,order",shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-19_wk34_35_autumn_part_1/read_me_first.md,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-19_wk34_35_autumn_part_1/rejected_or_hold_skus.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-02-19_wk34_35_autumn_part_1/review_exceptions.csv,2026-02-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-05_op21_female_founders/audit_trail.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-05_op21_female_founders/manager_summary.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-05_op21_female_founders/order_decision_sheet.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-05_op21_female_founders/order_plan_all_skus.csv,2026-03-05,,completed,yes,"soh,demand,gap,order",shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-05_op21_female_founders/read_me_first.md,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-05_op21_female_founders/rejected_or_hold_skus.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-05_op21_female_founders/review_exceptions.csv,2026-03-05,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-19_se08_make_up_category_sales_event/audit_trail.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-19_se08_make_up_category_sales_event/manager_summary.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-19_se08_make_up_category_sales_event/order_decision_sheet.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-19_se08_make_up_category_sales_event/order_plan_all_skus.csv,2026-03-19,,completed,yes,"soh,demand,gap,order",shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-19_se08_make_up_category_sales_event/read_me_first.md,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-19_se08_make_up_category_sales_event/rejected_or_hold_skus.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-19_se08_make_up_category_sales_event/review_exceptions.csv,2026-03-19,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-24_new_line_26_wk38/audit_trail.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-24_new_line_26_wk38/manager_summary.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-24_new_line_26_wk38/order_decision_sheet.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-24_new_line_26_wk38/order_plan_all_skus.csv,2026-03-24,,completed,yes,"soh,demand,gap,order",shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-24_new_line_26_wk38/read_me_first.md,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-24_new_line_26_wk38/rejected_or_hold_skus.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-24_new_line_26_wk38/review_exceptions.csv,2026-03-24,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-26_wk39_40_autumn_part_3_major_vitamin/audit_trail.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-26_wk39_40_autumn_part_3_major_vitamin/manager_summary.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-26_wk39_40_autumn_part_3_major_vitamin/order_decision_sheet.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-26_wk39_40_autumn_part_3_major_vitamin/order_plan_all_skus.csv,2026-03-26,,completed,yes,"soh,demand,gap,order",shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-26_wk39_40_autumn_part_3_major_vitamin/read_me_first.md,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-26_wk39_40_autumn_part_3_major_vitamin/rejected_or_hold_skus.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-03-26_wk39_40_autumn_part_3_major_vitamin/review_exceptions.csv,2026-03-26,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-04-09_wk41_42_skincare_goody_bag/audit_trail.csv,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
/Users/paulmorison/promotions_runtime_governed/promotions/772/prediction,commercial_promotion_reports_shadow_20260622/future/2026-04-09_wk41_42_skincare_goody_bag/manager_summary.csv,2026-04-09,,completed,no,audit/diagnostic,shadow pack uses pre-2026-06-20 promotions as order planning demo,completed/performance_review_pack
